number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
852345,"As a Sustainment Project Manager, I want to enter initial information for my sustainment project so that I can begin the sustainment lifecycle","As a Sustainment Project Manager, I want to enter project information for my sustainment project in the Startup Phase so that I can begin the sustainment project lifecycle",2 - High,In Progress,8 pts,"Acceptance Criteria:

-Ability to view fields that are initially displayed in this page (see attached mockup)
-When EPS Code is selected, fields that are displayed on page depend on character at end of EPS code (""D"", ""F"", or ""S"") (see attached mockup)
	-When EPS code ends with ""D"", the Project Type field will default to ""Development""
	-When EPS code ends with ""S"", the Project Type field will default to ""Operations and Maintenance""
	-When EPS code ends with ""F"", user will be prompted to select an option for Project Type field-Ability to partially save project information
-No lazy river (lifecycle) is displayed until the project information is saved
 ","1. Rothman, Daniel R. (Government CIO) - Oct 30, 2018, 12:28 PM
Added: attachment 130616 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\sustain5.png)

2. Srivastava, Namrata (GovernmentCIO.) - Nov 7, 2018, 9:52 AM
Added: attachment 131643 (20181107_VIP Dashboard-Intake_Sustainment.xlsx)

3. Rothman, Daniel R. (Government CIO) - Dec 12, 2018, 1:00 PM
Added: attachment 135676 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\20181107_VIP Dashboard-Intake_Sustainment.xlsx)

4. Rothman, Daniel R. (Government CIO) - Dec 12, 2018, 1:05 PM
Removed: attachment 131643 (20181107_VIP Dashboard-Intake_Sustainment.xlsx), attachment 135676 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\20181107_VIP Dashboard-Intake_Sustainment.xlsx)
Added: attachment 135678 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\20181212_VIP Dashboard-Intake_Sustainment.xlsx)

5. Srivastava, Namrata (GovernmentCIO.) - Dec 13, 2018, 11:40 AM
Removed: attachment 135678 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\20181212_VIP Dashboard-Intake_Sustainment.xlsx)
Added: attachment 135802 (20181213_VIP Dashboard-Intake_Sustainment.xlsx)",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000025,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000025
852348,"As a Sustainment Project Manager, I want to enter information into the Operations and Maintenance page so that I can complete the sustainment project lifecycle","As a Sustainment Project Manager, I want to enter information into the Sustainment page so that I can complete the sustainment project lifecycle",2 - High,Done,8 pts,"Acceptance Criteria:

-Ability to send product from Startup Phase page directly to ""Operations and Maintenance"" Page through ""Send to O&M"" button once all required data is entered into Startup Phase
-Lazy River for sustainment lifecycle will display at the top of the page
-Ability to go back to Startup Phase using Lazy River
-Ability to view and edit data fields in the O&M page (see attached spreadsheet)
-Ability to enter data based on business rules for O&M page (see attached spreadsheet)
-Ability to save information on O&M page
-Ability to revise ""Quarterly Activity"" fields
 ","1. Srivastava, Namrata (GovernmentCIO.) - Nov 7, 2018, 12:33 PM
Added: attachment 131681 (20181107_VIP Dashboard-Intake_Sustainment.xlsx)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000025,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000025
880727,"Monthly OMB Submission (December 2018)","Monthly OMB Submission (December 2018)

Tasks
-Review prior submission issues (2 hours)
-Generate XML files from VIP Dashboard (30 minutes)
-Verify XML files have passed business rules and schema errors (30 minutes)
-Test XML files (30 minutes)
-Validate and review errors from test XML files (4 hours)
-Retest XML files and submit final files (30 minutes)",2 - High,Done,8 pts,"","",Major,Unassigned,"Unassigned",rtcSprint00000025,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000025
880782,"As a Project Manager, I want to create Development project so that I can manage my projects","As a Project Manager, I want to create Development project so that I can manage my projects
 ",2 - High,Done,0 pts,"1. User is able to create a development project and move it to different phases of life cycle
2. User is able to create Increments for a project in Prep/Product phases
3. User should be able to see all project information on project summary page
4. Users should be able to revise projects
 ","",Major,Unassigned,"Barua, Shubra (Vidoori)",rtcSprint00000025,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000025
881206,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 10]",".",2 - High,Done,8 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000025,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000025
884851,"Deployment and release activities [OY1 Sprint 10]",".",2 - High,Done,0 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000025,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000025
840297,"Technical Work - Migrate sustainment project data provided by TRS and EPMD from UAT to Production","Create sql scripts to import data - 5 hours
Dev Testing (3 hours)
Cross Dev Testing (2 hours)
QA Testing (1 hours)
 ",2 - High,Done,5 pts,"Acceptance Criteria:
-Work with users to enter sustainment data on UAT.
-Create SQL scripts for importing Sustainment data from UAT to Production
-Able to see imported sustainment projects on the listing page on production


 ","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000025,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000025
867207,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 9]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 9]",3 - Medium,Done,0 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000024,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000024
855786,"As a VBO member, I want to change the names of the VIP project phases and menu items so that they reflect updated VIP policy","Create a script to change data in all the data tables throughout all VIP modules

â€˜Searchâ€™ criteria values for all name changes â€“ write a script for this 
Manually change names for automation testing scripts
Create a script to change headers, tags, titles, fields name for all reports
Project summary page â€“ create test scripts to ensure all changes from all phases and data tables link 
Change the landing page buttons
Changes throughout all modules of VIP (Spreadsheet)
 
 
 
",2 - High,Ready for Review,8 pts,"Acceptance Criteria:

-Modules that require changes include all modules except for Investments
-Change all instances of ""Initiation Phase"" to ""Startup Phase""
-Change all instances of ""Project Phase"" to ""Prep Phase""
-No changes for ""Product Phase""
-Change all instances of ""Closeout Phase"" to ""Transition Phase"" (do not change close out options ""Closed Stopped or Closed Complete)
-Change all instances of ""Build"" to ""Increment""
-Change VIP Dashboard left menu option from ""Start New Project"" to ""Start New VIP Entry""
-Change VIP Dashboard left menu option from ""Manage Existing Project"" to ""Manage VIP Entry""
-Changes are included in all VIP Dashboard reports
 ","1. Srivastava, Namrata (GovernmentCIO.) - Nov 14, 2018, 12:58 PM
Added: attachment 132333 (VIPFieldNameChangesByModule.xlsx)

2. Rothman, Daniel R. (Government CIO) - Nov 14, 2018, 1:00 PM
Removed: attachment 132333 (VIPFieldNameChangesByModule.xlsx)
Added: attachment 132334 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\VIPFieldNameChangesByModule_14NOV2018.xlsx)

3. Srivastava, Namrata (GovernmentCIO.) - Nov 14, 2018, 1:57 PM
Removed: attachment 132334 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\VIPFieldNameChangesByModule_14NOV2018.xlsx)
Added: attachment 132357 (VIPFieldNameChangesByModule_14NOV2018.xlsx)

4. Srivastava, Namrata (GovernmentCIO.) - Nov 15, 2018, 8:56 AM
Added: attachment 132443 (VIP Lifecycle Graphic-20181411 v1.0-007.pptx)

5. Nair, Sindhu (Vidoori) - Nov 27, 2018, 11:26 AM
Added: attachment 133572 (VIPFieldNameChangesByModule_27NOV2018.xlsx)",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000024,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000024
867311,"Technical Work - Update manual scripts for EPS module","Technical Work - Update manual scripts for EPS module",4 - Low,New,8 pts,"Acceptance Criteria:

-Manual scripts for EPS module functionality are updated for the following: Adding EPS Record, Editing EPS Record, and Deleting EPS Records
-Automate Multi-Edit, Multi-Delete, and Multi-Copy functionality for EPS records","",Minor,Unassigned,"Barua, Shubra (Vidoori)",rtcSprint00000024,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000024
867323,"Technical Work - Update unique IDs for EPS record commands","Technical Work - Update unique IDs for EPS record commands",4 - Low,Ready for Review,0 pts,"Acceptance Criteria:

-Ability to automate EPS records through UI based on unique ID changes","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000024,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000024
867302,"Monthly OMB Submission (November 2018)","Monthly OMB Submission (November 2018)",2 - High,New,0 pts,"Acceptance Criteria:

-Submit data to OMB for month of November","",Significant,Unassigned,"Unassigned",rtcSprint00000024,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000024
858354,"Deployment and release activities [OY1 Sprint 8]",".",2 - High,Done,0 pts,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000023,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000023
845517,"As a VIP dashboard user, I want to sort or filter the ""VIP Projects Report"" by Portfolio Name","As a VIP dashboard user, I want to sort or filter the VIPProjectsreport by Portfolio Name",4 - Low,Ready for Review,3 pts,"Acceptance Criteria:

-Ability to use a new parameter to filter projects by ""Portfolio"" for the ""VIP Projects Report""
-Only portfolios that are assigned to the projects are displayed in the drop-down based on the selected Fiscal Year","",Minor,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000023,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000023
792075,"Knowledge Acquisition - Analyze Jenkins Continuous Integrations tool","Evaluate Source Code Management and Continuous Integrations Tools",3 - Medium,In Progress,5 pts,"Acceptance Criteria:

-Jenkins is integrated with Active Directory in VIP Dashboard dev box (TMS02D)
-Evaluate Jenkins software tool for features, including builds and releases
-Assess plugins and compatibility with TFS server and Rational","",Minor,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000023,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000023
850560,"As a member of the PPO team, I want to have the correct CIO Ratings for the Contractor Oversight category for OMB-reportable projects with multiple contracts","As a member of the PPO team, I'd like to have correct CIO ratings for the Contractor Oversight category for OMB-reportable projects with multiple contracts.

 For projects with multiple contracts:
	-
	-Check for the maximum value of [contractsâ€™] PeriodEndDate and compare to current date
	-IF max PeriodEndDate < or = current date, then rating = 2
	-ELSE, check for Contract Number of the contract with max PeriodEndDate
	-IF Contract Number is NULL, then rating = 2
	-ELSE, assign rating of 3 or 4, based on the projectâ€™s VIP phase (ProjectPhase = 3, ProductPhase = 4)",2 - High,Done,5 pts,"Acceptance Criteria:
 

	-For the Project CIO Rating for ""Contractor Oversight"", if the project requires a contract AND the project has reported the ""Contract Number""  and the period of performance end date is AFTER the current date, and the project is in the ""Project Phase"", then the rating is 3
 
	-For the Project CIO Rating for ""Contractor Oversight"", If the project requires a contract AND the project has reported the  ""Contract Number""  and the period of performance end date is AFTER the current date, and the project is in the ""Product Phase"", then the rating is 4 
 ","",Significant,1 - Resolve Immediately,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000023,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000023
